name,type,mana_cost,colors,produced_mana,power,tough,keywords,text,legal,rank,png,art,url,usd,usd_foil,eur,avg_synergy
Woodland Cemetery,Land,0.0,[],"['B', 'G']",0,0,[],"This land enters tapped unless you control a Swamp or a Forest.
{T}: Add {B} or {G}.",1,128,https://cards.scryfall.io/png/front/4/9/49fd1af7-b53c-4347-a912-7493aa6e55c3.png?1743207813,https://cards.scryfall.io/art_crop/front/4/9/49fd1af7-b53c-4347-a912-7493aa6e55c3.jpg?1743207813,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624486%3Fpage%3D1,0.43,,1.12,74.0
Dragonlord's Servant,Creature — Goblin Shaman,2.0,['R'],[],1,3,[],Dragon spells you cast cost {1} less to cast.,1,1200,https://cards.scryfall.io/png/front/b/e/be6fa0dc-74e7-4fad-9bdd-8e986612577a.png?1743206645,https://cards.scryfall.io/art_crop/front/b/e/be6fa0dc-74e7-4fad-9bdd-8e986612577a.jpg?1743206645,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624930%3Fpage%3D1,0.28,,0.24,74.0
"Yuriko, the Tiger's Shadow",Legendary Creature — Human Ninja,3.0,"['B', 'U']",[],1,3,['Commander ninjutsu'],"Commander ninjutsu {U}{B} ({U}{B}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand or the command zone tapped and attacking.)
Whenever a Ninja you control deals combat damage to a player, reveal the top card of your library and put that card into your hand. Each opponent loses life equal to that card's mana value.",1,2263,https://cards.scryfall.io/png/front/f/e/fe9be3e0-076c-4703-9750-2a6b0a178bc9.png?1689999346,https://cards.scryfall.io/art_crop/front/f/e/fe9be3e0-076c-4703-9750-2a6b0a178bc9.jpg?1689999346,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F504503%3Fpage%3D1,2.47,3.48,1.49,74.0
"Sek'Kuar, Deathkeeper",Legendary Creature — Orc Shaman,5.0,"['B', 'G', 'R']",[],4,3,[],"Whenever another nontoken creature you control dies, create a 3/1 black and red Graveborn creature token with haste.",1,13516,https://cards.scryfall.io/png/front/a/8/a873dbe5-d95a-4ecb-ac0a-8dc6c40f3576.png?1689999244,https://cards.scryfall.io/art_crop/front/a/8/a873dbe5-d95a-4ecb-ac0a-8dc6c40f3576.jpg?1689999244,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F503908%3Fpage%3D1,0.12,0.41,0.09,74.0
The Infamous Cruelclaw,Legendary Creature — Weasel Mercenary,3.0,"['B', 'R']",[],3,3,['Menace'],"Menace
Whenever The Infamous Cruelclaw deals combat damage to a player, exile cards from the top of your library until you exile a nonland card. You may cast that card by discarding a card rather than paying its mana cost.",1,6366,https://cards.scryfall.io/png/front/d/c/dc6c9196-6d28-4cc2-9748-60e9632a502b.png?1721427092,https://cards.scryfall.io/art_crop/front/d/c/dc6c9196-6d28-4cc2-9748-60e9632a502b.jpg?1721427092,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F559064%3Fpage%3D1,2.20,2.64,1.98,73.0
Hedron Crab,Creature — Crab,1.0,['U'],[],0,2,"['Mill', 'Landfall']","Landfall — Whenever a land you control enters, target player mills three cards.",1,2449,https://cards.scryfall.io/png/front/d/1/d109b70e-862f-4d8a-8b40-ef6dc904868f.png?1743206333,https://cards.scryfall.io/art_crop/front/d/1/d109b70e-862f-4d8a-8b40-ef6dc904868f.jpg?1743206333,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624438%3Fpage%3D1,2.41,,4.13,73.0
Opulent Palace,Land,0.0,[],"['B', 'G', 'U']",0,0,[],"This land enters tapped.
{T}: Add {B}, {G}, or {U}.",1,396,https://cards.scryfall.io/png/front/2/1/21cb3b3b-0738-4c2e-a3fc-927fd6b9d3fb.png?1743205041,https://cards.scryfall.io/art_crop/front/2/1/21cb3b3b-0738-4c2e-a3fc-927fd6b9d3fb.jpg?1743205041,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624270%3Fpage%3D1,0.14,0.21,0.13,73.0
"Piru, the Volatile",Legendary Creature — Elder Dragon,8.0,"['B', 'R', 'W']",[],7,7,"['Flying', 'Lifelink']","Flying, lifelink
At the beginning of your upkeep, sacrifice Piru unless you pay {R}{W}{B}.
When Piru dies, it deals 7 damage to each nonlegendary creature.",1,7575,https://cards.scryfall.io/png/front/6/e/6e82d946-1efb-4253-84ab-93c88d2d1d84.png?1626098606,https://cards.scryfall.io/art_crop/front/6/e/6e82d946-1efb-4253-84ab-93c88d2d1d84.jpg?1626098606,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F239817%3Fpage%3D1,0.15,0.35,0.16,73.0
"Tivit, Seller of Secrets",Legendary Creature — Sphinx Rogue,6.0,"['B', 'U', 'W']",[],6,6,"['Flying', 'Investigate', ""Council's dilemma"", 'Treasure', 'Ward']","Flying, ward {3}
Council's dilemma — Whenever Tivit enters or deals combat damage to a player, starting with you, each player votes for evidence or bribery. For each evidence vote, investigate. For each bribery vote, create a Treasure token.
While voting, you may vote an additional time. (The votes can be for different choices or for the same choice.)",1,3690,https://cards.scryfall.io/png/front/9/2/9235977e-a999-4ed0-83a3-742be87b13bb.png?1673481721,https://cards.scryfall.io/art_crop/front/9/2/9235977e-a999-4ed0-83a3-742be87b13bb.jpg?1673481721,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F269717%3Fpage%3D1,4.45,4.74,2.42,73.0
"Yidris, Maelstrom Wielder",Legendary Creature — Ogre Wizard,4.0,"['B', 'G', 'R', 'U']",[],5,4,['Trample'],"Trample
Whenever Yidris deals combat damage to a player, as you cast spells from your hand this turn, they gain cascade. (When you cast the spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)",1,7551,https://cards.scryfall.io/png/front/c/2/c219dd22-433c-4f6a-a0c4-fae12239291c.png?1562418099,https://cards.scryfall.io/art_crop/front/c/2/c219dd22-433c-4f6a-a0c4-fae12239291c.jpg?1562418099,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F124203%3Fpage%3D1,,4.46,,73.0
Brion Stoutarm,Legendary Creature — Giant Warrior,4.0,"['R', 'W']",[],4,4,['Lifelink'],"Lifelink
{R}, {T}, Sacrifice another creature: Brion Stoutarm deals damage equal to the sacrificed creature's power to target player or planeswalker.",1,8591,https://cards.scryfall.io/png/front/b/0/b097c70a-d1d6-4972-b94d-d7d8a6f443e2.png?1562439762,https://cards.scryfall.io/art_crop/front/b/0/b097c70a-d1d6-4972-b94d-d7d8a6f443e2.jpg?1562439762,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F161566%3Fpage%3D1,0.52,1.56,0.38,73.0
Exotic Orchard,Land,0.0,[],"['B', 'G', 'R', 'U', 'W']",0,0,[],{T}: Add one mana of any color that a land an opponent controls could produce.,1,9,https://cards.scryfall.io/png/front/c/2/c2ea2395-4518-4683-8eed-59c43fb3328a.png?1743207546,https://cards.scryfall.io/art_crop/front/c/2/c2ea2395-4518-4683-8eed-59c43fb3328a.jpg?1743207546,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624207%3Fpage%3D1,0.15,,0.14,72.0
Cinder Glade,Land — Mountain Forest,0.0,[],"['G', 'R']",0,0,[],"({T}: Add {R} or {G}.)
This land enters tapped unless you control two or more basic lands.",1,86,https://cards.scryfall.io/png/front/d/7/d78f519f-28f7-4e53-9cb1-1a83577c1669.png?1743207491,https://cards.scryfall.io/art_crop/front/d/7/d78f519f-28f7-4e53-9cb1-1a83577c1669.jpg?1743207491,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624972%3Fpage%3D1,0.23,,0.17,72.0
Broodcaller Scourge,Creature — Dragon,7.0,['G'],[],5,7,['Flying'],"Flying
Whenever one or more Dragons you control deal combat damage to a player, you may put a permanent card with mana value less than or equal to that damage from your hand onto the battlefield.",1,10576,https://cards.scryfall.io/png/front/6/f/6fc0a74b-0b8a-4c70-87f2-f9f2625d5ff2.png?1743205850,https://cards.scryfall.io/art_crop/front/6/f/6fc0a74b-0b8a-4c70-87f2-f9f2625d5ff2.jpg?1743205850,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624954%3Fpage%3D1,1.16,,4.14,72.0
Dracogenesis,Enchantment,8.0,['R'],[],0,0,[],You may cast Dragon spells without paying their mana costs.,1,9356,https://cards.scryfall.io/png/front/0/d/0d5674f9-22b2-45f9-902d-4fd245485c60.png?1743204385,https://cards.scryfall.io/art_crop/front/0/d/0d5674f9-22b2-45f9-902d-4fd245485c60.jpg?1743204385,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624139%3Fpage%3D1,18.40,19.78,7.04,72.0
Dreamroot Cascade,Land,0.0,[],"['G', 'U']",0,0,[],"This land enters tapped unless you control two or more other lands.
{T}: Add {G} or {U}.",1,239,https://cards.scryfall.io/png/front/4/8/4852abd7-98fa-4f5c-936d-b1355e7b0978.png?1743207535,https://cards.scryfall.io/art_crop/front/4/8/4852abd7-98fa-4f5c-936d-b1355e7b0978.jpg?1743207535,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624456%3Fpage%3D1,0.78,,0.79,72.0
Dragonlord Dromoka,Legendary Creature — Elder Dragon,6.0,"['G', 'W']",[],5,7,"['Flying', 'Lifelink']","This spell can't be countered.
Flying, lifelink
Your opponents can't cast spells during your turn.",1,2241,https://cards.scryfall.io/png/front/4/4/4452d99e-23c2-408d-9eb8-ef31aefafa9d.png?1743207113,https://cards.scryfall.io/art_crop/front/4/4/4452d99e-23c2-408d-9eb8-ef31aefafa9d.jpg?1743207113,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624629%3Fpage%3D1,4.82,,4.79,71.0
"Magda, Brazen Outlaw",Legendary Creature — Dwarf Berserker,2.0,['R'],[],2,1,['Treasure'],"Other Dwarves you control get +1/+0.
Whenever a Dwarf you control becomes tapped, create a Treasure token.
Sacrifice five Treasures: Search your library for an artifact or Dragon card, put that card onto the battlefield, then shuffle.",1,1123,https://cards.scryfall.io/png/front/0/7/079e6263-e54c-4899-a336-5315909b9322.png?1631049453,https://cards.scryfall.io/art_crop/front/0/7/079e6263-e54c-4899-a336-5315909b9322.jpg?1631049453,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F229232%3Fpage%3D1,0.59,5.82,0.57,71.0
"Sidisi, Brood Tyrant",Legendary Creature — Snake Shaman,4.0,"['B', 'G', 'U']",[],3,3,['Mill'],"Whenever Sidisi enters or attacks, mill three cards.
Whenever one or more creature cards are put into your graveyard from your library, create a 2/2 black Zombie creature token.",1,4269,https://cards.scryfall.io/png/front/6/b/6b8e44d4-db67-4bf4-97c0-ffe6a0eb2954.png?1689999255,https://cards.scryfall.io/art_crop/front/6/b/6b8e44d4-db67-4bf4-97c0-ffe6a0eb2954.jpg?1689999255,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F503910%3Fpage%3D1,0.62,0.52,0.37,71.0
"Betor, Ancestor's Voice",Legendary Creature — Spirit Dragon,5.0,"['B', 'G', 'W']",[],3,5,"['Flying', 'Lifelink']","Flying, lifelink
At the beginning of your end step, put a number of +1/+1 counters on up to one other target creature you control equal to the amount of life you gained this turn. Return up to one target creature card with mana value less than or equal to the amount of life you lost this turn from your graveyard to the battlefield.",1,10662,https://cards.scryfall.io/png/front/2/e/2e261489-8dde-4594-8868-69f432f03d03.png?1740336344,https://cards.scryfall.io/art_crop/front/2/e/2e261489-8dde-4594-8868-69f432f03d03.jpg?1740336344,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F625122%3Fpage%3D1,7.79,5.21,5.94,71.0
"Kozilek, the Great Distortion",Legendary Creature — Eldrazi,10.0,[],[],12,12,['Menace'],"When you cast this spell, if you have fewer than seven cards in hand, draw cards equal to the difference.
Menace
Discard a card with mana value X: Counter target spell with mana value X.",1,1271,https://cards.scryfall.io/png/front/c/4/c41554e7-2a07-4cc7-b01b-44deed08e588.png?1689995398,https://cards.scryfall.io/art_crop/front/c/4/c41554e7-2a07-4cc7-b01b-44deed08e588.jpg?1689995398,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F503378%3Fpage%3D1,4.12,5.91,3.73,71.0
Kynaios and Tiro of Meletis,Legendary Creature — Human Soldier,4.0,"['G', 'R', 'U', 'W']",[],2,8,[],"At the beginning of your end step, draw a card. Each player may put a land card from their hand onto the battlefield, then each opponent who didn't draws a card.",1,6530,https://cards.scryfall.io/png/front/9/7/97fa8615-2b6c-445a-bcaf-44a7e847bf65.png?1633190298,https://cards.scryfall.io/art_crop/front/9/7/97fa8615-2b6c-445a-bcaf-44a7e847bf65.jpg?1633190298,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F124136%3Fpage%3D1,,11.90,,71.0
Zur the Enchanter,Legendary Creature — Human Wizard,4.0,"['B', 'U', 'W']",[],1,4,['Flying'],"Flying
Whenever Zur attacks, you may search your library for an enchantment card with mana value 3 or less, put it onto the battlefield, then shuffle.",1,2499,https://cards.scryfall.io/png/front/5/6/561cfc04-65ea-49a4-8638-b4631a7cf828.png?1675200810,https://cards.scryfall.io/art_crop/front/5/6/561cfc04-65ea-49a4-8638-b4631a7cf828.jpg?1675200810,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F457532%3Fpage%3D1,0.88,0.74,0.37,71.0
"Yarok, the Desecrated",Legendary Creature — Elemental Horror,5.0,"['B', 'G', 'U']",[],3,5,"['Lifelink', 'Deathtouch']","Deathtouch, lifelink
If a permanent entering causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.",1,3328,https://cards.scryfall.io/png/front/a/1/a1001d43-e11b-4e5e-acd4-4a50ef89977f.png?1722108823,https://cards.scryfall.io/art_crop/front/a/1/a1001d43-e11b-4e5e-acd4-4a50ef89977f.jpg?1722108823,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F192590%3Fpage%3D1,2.94,5.46,1.90,71.0
"Vrondiss, Rage of Ancients",Legendary Creature — Dragon Barbarian,5.0,"['G', 'R']",[],5,4,['Enrage'],"Enrage — Whenever Vrondiss is dealt damage, you may create a 5/4 red and green Dragon Spirit creature token with ""When this token deals damage, sacrifice it.""
Whenever you roll one or more dice, you may have Vrondiss deal 1 damage to itself.",1,8758,https://cards.scryfall.io/png/front/6/8/683ca7f0-e9df-459b-a8e3-cf80b39c732d.png?1632335388,https://cards.scryfall.io/art_crop/front/6/8/683ca7f0-e9df-459b-a8e3-cf80b39c732d.jpg?1632335388,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F243365%3Fpage%3D1,,0.51,,70.0
Thundermane Dragon,Creature — Dragon,4.0,['R'],[],4,4,['Flying'],"Flying
You may look at the top card of your library any time.
You may cast creature spells with power 4 or greater from the top of your library. If you cast a creature spell this way, it gains haste until end of turn.",1,10112,https://cards.scryfall.io/png/front/7/c/7ca93b31-d6ec-4265-b2ff-d46090086f07.png?1743205821,https://cards.scryfall.io/art_crop/front/7/c/7ca93b31-d6ec-4265-b2ff-d46090086f07.jpg?1743205821,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624923%3Fpage%3D1,1.95,,3.19,70.0
Talisman of Indulgence,Artifact,2.0,[],"['B', 'C', 'R']",0,0,[],"{T}: Add {C}.
{T}: Add {B} or {R}. This artifact deals 1 damage to you.",1,140,https://cards.scryfall.io/png/front/d/a/daf69185-96cf-4523-be1d-1fe90fc63ab7.png?1726285334,https://cards.scryfall.io/art_crop/front/d/a/daf69185-96cf-4523-be1d-1fe90fc63ab7.jpg?1726285334,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F579115%3Fpage%3D1,2.03,,1.54,70.0
"Kalamax, the Stormsire",Legendary Creature — Elemental Dinosaur,4.0,"['G', 'R', 'U']",[],4,4,[],"Whenever you cast your first instant spell each turn, if Kalamax is tapped, copy that spell. You may choose new targets for the copy.
Whenever you copy an instant spell, put a +1/+1 counter on Kalamax.",1,7922,https://cards.scryfall.io/png/front/f/9/f990cd78-2165-446f-a116-ae55d7a0f00d.png?1591234251,https://cards.scryfall.io/art_crop/front/f/9/f990cd78-2165-446f-a116-ae55d7a0f00d.jpg?1591234251,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F212035%3Fpage%3D1,0.41,0.72,0.57,70.0
Overgrown Tomb,Land — Swamp Forest,0.0,[],"['B', 'G']",0,0,[],"({T}: Add {B} or {G}.)
As this land enters, you may pay 2 life. If you don't, it enters tapped.",1,76,https://cards.scryfall.io/png/front/4/a/4a297ec1-0a7c-4f67-936b-d9227767e989.png?1702429815,https://cards.scryfall.io/art_crop/front/4/a/4a297ec1-0a7c-4f67-936b-d9227767e989.jpg?1702429815,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F517650%3Fpage%3D1,13.02,13.23,11.38,69.0
Terror of the Peaks,Creature — Dragon,5.0,['R'],[],5,4,['Flying'],"Flying
Spells your opponents cast that target this creature cost an additional 3 life to cast.
Whenever another creature you control enters, this creature deals damage equal to that creature's power to any target.",1,527,https://cards.scryfall.io/png/front/9/0/904ff94a-4db4-44a6-8593-89c32905b3fc.png?1712355862,https://cards.scryfall.io/art_crop/front/9/0/904ff94a-4db4-44a6-8593-89c32905b3fc.jpg?1712355862,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F544402%3Fpage%3D1,36.95,32.80,23.15,69.0
Cultivate,Sorcery,3.0,['G'],[],0,0,[],"Search your library for up to two basic land cards, reveal those cards, put one onto the battlefield tapped and the other into your hand, then shuffle.",1,17,https://cards.scryfall.io/png/front/6/b/6bb4dff5-4486-4ba5-9b85-9f005d988108.png?1743206911,https://cards.scryfall.io/art_crop/front/6/b/6bb4dff5-4486-4ba5-9b85-9f005d988108.jpg?1743206911,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624450%3Fpage%3D1,0.47,,0.60,69.0
Kodama's Reach,Sorcery — Arcane,3.0,['G'],[],0,0,[],"Search your library for up to two basic land cards, reveal those cards, put one onto the battlefield tapped and the other into your hand, then shuffle.",1,33,https://cards.scryfall.io/png/front/8/4/84c27ded-a0f6-4965-8a44-e87f0972d1d8.png?1743206957,https://cards.scryfall.io/art_crop/front/8/4/84c27ded-a0f6-4965-8a44-e87f0972d1d8.jpg?1743206957,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624958%3Fpage%3D1,0.93,,1.29,69.0
