usd,name,synergy,type,mana_cost,colors,produced_mana,power,tough,keywords,rarity,text,rank,png,art,url
16.23,Underground Mortuary,402.9,Land — Swamp Forest,,,"B,G",,,Surveil,rare,"({T}: Add {B} or {G}.)
This land enters tapped.
When this land enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",689,https://cards.scryfall.io/png/front/f/6/f6ca59cd-8779-4a84-a54b-e863b79c61f0.png?1706242372,https://cards.scryfall.io/art_crop/front/f/6/f6ca59cd-8779-4a84-a54b-e863b79c61f0.jpg?1706242372,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F532910%3Fpage%3D1
10.21,Undergrowth Stadium,1896.6,Land,,,"B,G",,,,rare,"This land enters tapped unless you have two or more opponents.
{T}: Add {B} or {G}.",168,https://cards.scryfall.io/png/front/a/e/ae16c7da-912c-4d66-b1e7-17480cd3af99.png?1690000048,https://cards.scryfall.io/art_crop/front/a/e/ae16c7da-912c-4d66-b1e7-17480cd3af99.jpg?1690000048,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F505830%3Fpage%3D1
18.57,Ureni of the Unwritten,5615.1,Legendary Creature — Spirit Dragon,{4}{G}{U}{R},"G,R,U",,7,7,"Flying,Trample",mythic,"Flying, trample
Whenever Ureni enters or attacks, look at the top eight cards of your library. You may put a Dragon creature card from among them onto the battlefield. Put the rest on the bottom of your library in a random order.",8695,https://cards.scryfall.io/png/front/f/5/f54ecbf1-83df-4486-bd6a-7d1f173b6863.png?1743205712,https://cards.scryfall.io/art_crop/front/f/5/f54ecbf1-83df-4486-bd6a-7d1f173b6863.jpg?1743205712,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F623916%3Fpage%3D1
13.17,Urza's Incubator,2282.9,Artifact,{3},,,,,,rare,"As this artifact enters, choose a creature type.
Creature spells of the chosen type cost {2} less to cast.",348,https://cards.scryfall.io/png/front/c/4/c4589226-6072-409b-b598-ebd87f675a6a.png?1717013804,https://cards.scryfall.io/art_crop/front/c/4/c4589226-6072-409b-b598-ebd87f675a6a.jpg?1717013804,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F553302%3Fpage%3D1
16.72,Utvara Hellkite,3024,Creature — Dragon,{6}{R}{R},R,,6,6,Flying,mythic,"Flying
Whenever a Dragon you control attacks, create a 6/6 red Dragon creature token with flying.",1214,https://cards.scryfall.io/png/front/d/f/df459109-d6ab-4b1d-9570-c7677ff4a014.png?1702429539,https://cards.scryfall.io/art_crop/front/d/f/df459109-d6ab-4b1d-9570-c7677ff4a014.jpg?1702429539,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F530877%3Fpage%3D1
53.65,Vampiric Tutor,4851,Instant,{B},B,,,,,mythic,"Search your library for a card, then shuffle and put that card on top. You lose 2 life.",81,https://cards.scryfall.io/png/front/3/4/34a0203f-9cce-43a4-9cb7-8ce6647895cd.png?1675199860,https://cards.scryfall.io/art_crop/front/3/4/34a0203f-9cce-43a4-9cb7-8ce6647895cd.jpg?1675199860,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F457178%3Fpage%3D1
13.82,Vault of Champions,1628.1,Land,,,"B,W",,,,rare,"This land enters tapped unless you have two or more opponents.
{T}: Add {W} or {B}.",153,https://cards.scryfall.io/png/front/c/a/cafd7db6-b04e-4fa2-bccd-981211132a93.png?1690000058,https://cards.scryfall.io/art_crop/front/c/a/cafd7db6-b04e-4fa2-bccd-981211132a93.jpg?1690000058,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F505831%3Fpage%3D1
22.88,Verdant Catacombs,1751.6,Land,,,,,,,rare,"{T}, Pay 1 life, Sacrifice this land: Search your library for a Swamp or Forest card, put it onto the battlefield, then shuffle.",45,https://cards.scryfall.io/png/front/9/4/94c229ea-90da-4aa0-bfda-b162fb3b5b8b.png?1738703665,https://cards.scryfall.io/art_crop/front/9/4/94c229ea-90da-4aa0-bfda-b162fb3b5b8b.jpg?1738703665,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F238611%3Fpage%3D1
0.27,Victimize,4295.2,Sorcery,{2}{B},B,,,,,uncommon,"Choose two target creature cards in your graveyard. Sacrifice a creature. If you do, return the chosen cards to the battlefield tapped.",142,https://cards.scryfall.io/png/front/e/e/ee008d81-df28-49a8-917d-44f66527e469.png?1743206588,https://cards.scryfall.io/art_crop/front/e/e/ee008d81-df28-49a8-917d-44f66527e469.jpg?1743206588,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624439%3Fpage%3D1
2.75,Void Rend,2433.2,Instant,{W}{U}{B},"B,U,W",,,,,rare,"This spell can't be countered.
Destroy target nonland permanent.",889,https://cards.scryfall.io/png/front/2/d/2daab74d-d66b-4164-aa19-24e8d5536f7d.png?1664413960,https://cards.scryfall.io/art_crop/front/2/d/2daab74d-d66b-4164-aa19-24e8d5536f7d.jpg?1664413960,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F268812%3Fpage%3D1
16.01,Watery Grave,12114.8,Land — Island Swamp,,,"B,U",,,,rare,"({T}: Add {U} or {B}.)
As this land enters, you may pay 2 life. If you don't, it enters tapped.",58,https://cards.scryfall.io/png/front/6/e/6e86eb36-f4cc-4a75-b43a-4dee463a3b33.png?1702429828,https://cards.scryfall.io/art_crop/front/6/e/6e86eb36-f4cc-4a75-b43a-4dee463a3b33.jpg?1702429828,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F517664%3Fpage%3D1
1.55,Will of the Sultai,327.6,Sorcery,{4}{G},G,,,,Mill,rare,"Choose one. If you control a commander as you cast this spell, you may choose both instead.
• Target player mills three cards. Return all land cards from your graveyard to the battlefield tapped.
• Put X +1/+1 counters on target creature, where X is the number of lands you control. It gains trample until end of turn.",10390,https://cards.scryfall.io/png/front/3/7/37155f69-1d72-4fcb-80b3-548b7d78f9ec.png?1744499389,https://cards.scryfall.io/art_crop/front/3/7/37155f69-1d72-4fcb-80b3-548b7d78f9ec.jpg?1744499389,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624480%3Fpage%3D1
1.15,Will of the Temur,541.2,Sorcery,{5}{U},U,,,,,rare,"Choose one. If you control a commander as you cast this spell, you may choose both instead.
• Create a token that's a copy of target permanent, except it's a 4/4 Dragon creature with flying in addition to its other types.
• Target player draws cards equal to the greatest mana value among permanents you control.",11602,https://cards.scryfall.io/png/front/d/2/d236aa15-f60c-4368-b796-4d41e0bc3358.png?1743205770,https://cards.scryfall.io/art_crop/front/d/2/d236aa15-f60c-4368-b796-4d41e0bc3358.jpg?1743205770,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624916%3Fpage%3D1
8.6,Windswept Heath,752.4,Land,,,,,,,rare,"{T}, Pay 1 life, Sacrifice this land: Search your library for a Forest or Plains card, put it onto the battlefield, then shuffle.",53,https://cards.scryfall.io/png/front/b/d/bd1d13f7-fd38-4f0b-a8e0-1eac78668117.png?1717013102,https://cards.scryfall.io/art_crop/front/b/d/bd1d13f7-fd38-4f0b-a8e0-1eac78668117.jpg?1717013102,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F541272%3Fpage%3D1
0.59,Wonder,288,Creature — Incarnation,{3}{U},U,,2,2,Flying,uncommon,"Flying
As long as this card is in your graveyard and you control an Island, creatures you control have flying.",953,https://cards.scryfall.io/png/front/5/6/567abd78-d4a3-4a33-9b5b-b5ca361059cc.png?1743206429,https://cards.scryfall.io/art_crop/front/5/6/567abd78-d4a3-4a33-9b5b-b5ca361059cc.jpg?1743206429,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624443%3Fpage%3D1
12.53,Wooded Foothills,904.2,Land,,,,,,,rare,"{T}, Pay 1 life, Sacrifice this land: Search your library for a Mountain or Forest card, put it onto the battlefield, then shuffle.",55,https://cards.scryfall.io/png/front/4/e/4e11ea8a-f895-438d-a3b7-f070238e4161.png?1717013111,https://cards.scryfall.io/art_crop/front/4/e/4e11ea8a-f895-438d-a3b7-f070238e4161.jpg?1717013111,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F541277%3Fpage%3D1
0.43,Woodland Cemetery,3335.5,Land,,,"B,G",,,,rare,"This land enters tapped unless you control a Swamp or a Forest.
{T}: Add {B} or {G}.",128,https://cards.scryfall.io/png/front/4/9/49fd1af7-b53c-4347-a912-7493aa6e55c3.png?1743207813,https://cards.scryfall.io/art_crop/front/4/9/49fd1af7-b53c-4347-a912-7493aa6e55c3.jpg?1743207813,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624486%3Fpage%3D1
4.87,Wrathful Red Dragon,1206.9,Creature — Dragon,{3}{R}{R},R,,5,5,Flying,rare,"Flying
Whenever a Dragon you control is dealt damage, it deals that much damage to any target that isn't a Dragon.",1878,https://cards.scryfall.io/png/front/a/c/acd207de-eec3-4d82-b8b9-b1e60a7bad12.png?1674136879,https://cards.scryfall.io/art_crop/front/a/c/acd207de-eec3-4d82-b8b9-b1e60a7bad12.jpg?1674136879,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F273008%3Fpage%3D1
10.1,Xander's Lounge,3805.5,Land — Island Swamp Mountain,,,"B,R,U",,,Cycling,rare,"({T}: Add {U}, {B}, or {R}.)
This land enters tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",419,https://cards.scryfall.io/png/front/5/4/54f449ff-4025-465e-9ec5-a5cf42c4c9d3.png?1664414651,https://cards.scryfall.io/art_crop/front/5/4/54f449ff-4025-465e-9ec5-a5cf42c4c9d3.jpg?1664414651,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F265350%3Fpage%3D1
0.25,Yavimaya Coast,2593.5,Land,,,"C,G,U",,,,rare,"{T}: Add {C}.
{T}: Add {G} or {U}. This land deals 1 damage to you.",137,https://cards.scryfall.io/png/front/9/f/9f98bf0c-74cf-49da-8b60-b2d3ac294a82.png?1743207818,https://cards.scryfall.io/art_crop/front/9/f/9f98bf0c-74cf-49da-8b60-b2d3ac294a82.jpg?1743207818,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624984%3Fpage%3D1
21.98,Zagoth Triome,10823.4,Land — Swamp Forest Island,,,"B,G,U",,,Cycling,rare,"({T}: Add {B}, {G}, or {U}.)
This land enters tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",359,https://cards.scryfall.io/png/front/c/c/cc520518-2063-4b57-a0d4-10cf62a7175e.png?1591228738,https://cards.scryfall.io/art_crop/front/c/c/cc520518-2063-4b57-a0d4-10cf62a7175e.jpg?1591228738,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F212691%3Fpage%3D1
7.07,Ziatora's Proving Ground,11656,Land — Swamp Mountain Forest,,,"B,G,R",,,Cycling,rare,"({T}: Add {B}, {R}, or {G}.)
This land enters tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",459,https://cards.scryfall.io/png/front/7/5/75fdce80-e338-4a50-bdc6-786511feaeef.png?1664414670,https://cards.scryfall.io/art_crop/front/7/5/75fdce80-e338-4a50-bdc6-786511feaeef.jpg?1664414670,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F265351%3Fpage%3D1
2.4,Zurgo and Ojutai,690.9,Legendary Creature — Orc Dragon,{2}{U}{R}{W},"R,U,W",,4,4,"Flying,Haste",mythic,"Flying, haste
Zurgo and Ojutai has hexproof as long as it entered this turn.
Whenever one or more Dragons you control deal combat damage to a player or battle, look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order. You may return one of those Dragons to its owner's hand.",6827,https://cards.scryfall.io/png/front/e/a/eacbcd82-36e6-424c-bd4e-ec3a584836c5.png?1682205733,https://cards.scryfall.io/art_crop/front/e/a/eacbcd82-36e6-424c-bd4e-ec3a584836c5.jpg?1682205733,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F490405%3Fpage%3D1
